time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1721776452844,download,100000,16.899869976158143,42455318.52929219,18.899869976158143,64.00013,100300,
1721776454681,download,100000,18.19989098807907,40731189.857119195,19.69989098807907,61.000109,100300,
1721776454765,download,100000,22.599984964237215,33294626.58133225,24.099984964237215,59.000015,100300,18.700172047683715
1721776454849,download,100000,22.399984976158144,33433354.229179725,23.999985000000002,59.000015,100300,
1721776454931,download,100000,21.10022296423721,35661868.77347838,22.500223,58.999777,100300,
1721776455031,download,100000,22.60011802384186,33020415.769436426,24.30011801192093,73.999882,100300,
1721776455119,download,100000,24.200201988079073,31343502.723960184,25.600201964237215,61.999798,100300,
1721776455205,download,100000,25.000151000000002,29718352.315881487,27.000151000000002,57.999849,100300,23.19992198807907
1721776455288,download,100000,20.89998503576279,35193005.591032915,22.79998501192093,59.000015,100300,
1721776455373,download,100000,21.39989097615814,35039468.128272146,22.89989097615814,61.000109,100300,
1721776455541,download,1000000,19.600094964237215,124453937.4089011,64.30009501192093,99.999905,1000300,18.499872000000003
1721776455671,download,1000000,23.299941011920936,202592707.6701203,39.49994100000001,88.000059,1000300,
1721776455766,download,1000000,20.200130047683714,248520735.41782624,32.200130047683714,60.99987,1000300,
1721776455859,download,1000000,18.800130011920928,266745510.76945335,30.00013,60.99987,1000300,
1721776455977,download,1000000,19.60012802384186,249294955.89725822,32.10012802384186,83.999872,1000300,19.000017
1721776456081,download,1000000,17.10004596423721,279803746.1200783,28.60004596423721,72.999954,1000300,
1721776456178,download,1000000,19.800180952316282,265858866.74594596,30.10018096423721,64.999819,1000300,
1721776456311,download,1000000,18.900167976158144,271266251.7718543,29.500168000000002,100.999832,1000300,
1721776456460,upload,100000,18.700071988079074,5556323.428239368,144.69999998807907,125.999928,375,
1721776456513,upload,100000,21.40002903576279,15642023.335420184,51.40000003576279,29.999971,375,48.000012999999996
1721776456560,upload,100000,16.199955988079072,17787610.624160282,45.19999998807907,29.000044,375,
1721776456612,upload,100000,19.100173964237214,15733855.196921457,51.09999996423721,31.999826,376,
1721776456671,upload,100000,17.000203999999997,14357142.857142854,56,38.999796,376,
1721776456730,upload,100000,16.700110988079068,13934142.117263567,57.69999998807907,40.999889,376,
1721776456783,upload,100000,16.499913999999997,15611650.485436892,51.5,35.000086,374,
1721776456837,upload,100000,15.999913999999997,15764705.88235294,51,35.000086,376,
1721776462042,upload,1000000,16.500191,37136258.66050808,216.5,199.999809,376,129.499912
1721776462261,upload,1000000,17.299994011920916,38050165.63912166,211.30000001192093,194.000006,376,
1721776462478,upload,1000000,17.099994023841845,38086215.05964924,211.10000002384186,194.000006,375,
1721776462692,upload,1000000,17.0998699642372,39010189.23529894,206.0999999642372,189.00013,375,19.70009898807907
1721776462918,upload,1000000,16.60016996423721,36612021.86388592,219.5999999642372,202.99983,376,
1721776463189,upload,1000000,19.199948988079058,30316742.08281072,265.19999998807907,246.000051,376,17.19990304768372
1721776463469,download,10000000,22.900127976158146,435505412.41425604,183.7001279880791,83.999872,10000300,38.499924
1721776463670,download,10000000,15.500107,767040440.6831082,104.30010695231628,86.999893,10000300,
1721776463884,download,10000000,18.700043988079074,745595220.7355275,107.30004401192093,95.999956,10000300,21.90011097615814
1721776464111,download,10000000,17.799970952316286,646745503.3413856,123.69997098807907,95.000029,10000300,
1721776464321,download,10000000,17.600139023841862,624530157.4974095,128.10013902384185,70.999861,10000300,17.500044000000003
1721776464567,download,10000000,16.600259023841858,701158793.8926859,114.10025902384186,121.999741,10000300,
1721776466408,upload,10000000,17.099998023841863,44913691.9719173,1790.1000000238419,1773.000002,376,97.20006898807907 73.20004798807906 86.30001501192093 75.69995398807907
1721776468190,upload,10000000,18.19984704768376,46388183.70516272,1733.2000000476837,1715.000153,376,85.80019301192092 79.59993302384186 82.999819
1721776469999,upload,10000000,19.500084000000015,45746799.43100995,1757.5,1737.999916,377,89.79997295231628 87.40003597615814 92.30009901192093
1721776471792,upload,10000000,24.000136999999995,46127366.60929431,1743,1718.999863,376,95.00013200000001 91.500088 92.40010703576279
1721776472241,download,25000000,20.699991988079077,602416881.9859489,331.999992,92.000008,25000300,18.19987204768372
1721776472686,download,25000000,17.500095,616910368.2938592,324.20009498807906,99.999905,25000300,17.20025598807907
1721776473101,download,25000000,17.399919976158145,660946638.7950047,302.5999199642372,91.00008,25000300,37.59990296423722
1721776473489,download,25000000,17.899928976158137,754157064.6837927,265.1999289880791,101.000071,25000300,21.299996011920932
1721776474825,download,100000000,16.599950023841856,688588771.2353503,1161.7999500119208,98.00005,100000300,17.800162011920932 74.70015098807907 17.80014101192093
1721776476319,download,100000000,16.400125976158137,612981628.0359362,1305.1001260238418,106.999874,100000300,45.000111 19.400066976158143 30.79992401192093
1721776478058,download,100000000,20.099928023841855,523767472.6283401,1527.3999280357627,124.000072,100000300,39.40004797615814 28.199944988079068 35.19996598807907 16.79985101192093
