time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1721593731949,download,100000,22.999868000000006,30861695.143990725,25.999868000000006,87.000132,100300,24.500110999999997
1721593734050,download,100000,32.20014901788139,23123820.003957737,34.70014901788139,80.999851,100300,
1721593734142,download,100000,23.10001499403954,31715396.2012245,25.300015011920934,65.999985,100300,26.900202005960466
1721593734229,download,100000,18.800180982118604,38762946.104775146,20.70018098807907,64.999819,100300,
1721593734321,download,100000,21.90008800596047,32885127.291507687,24.40008800596047,66.999912,100300,
1721593734413,download,100000,21.199942988079073,31590622.103096023,25.399942976158144,65.000057,100300,
1721593734523,download,100000,22.299961982118603,33020627.793181527,24.299961982118603,85.000038,100300,
1721593734618,download,100000,23.199943017881395,30861606.119674955,25.999943000000002,65.000057,100300,30.500088000000005
1721593734703,download,100000,21.600056994039534,33714204.99551144,23.800056982118605,59.999943,100300,
1721593734799,download,100000,24.200014988079076,29940281.73652455,26.800015011920934,65.999985,100300,
1721593734940,download,1000000,17.20011798807907,135633627.03783068,59.000118,73.999882,1000300,21.399966005960465
1721593735056,download,1000000,19.699806988079075,199562057.7722352,40.09980699403954,73.000193,1000300,
1721593735155,download,1000000,20.00013,224156046.37831226,35.70013001788139,60.99987,1000300,
1721593735274,download,1000000,18.800033982118606,262373478.0098934,30.500034,85.999966,1000300,
1721593735467,download,1000000,30.099948994039536,114647648.26762351,69.79994898211861,121.000051,1000300,23.19992398807907
1721593735605,download,1000000,15.800094982118608,233987654.20942107,34.20009498807907,99.999905,1000300,
1721593735765,download,1000000,68.500263,98794740.95040901,81.000263,75.999737,1000300,
1721593735877,download,1000000,20.100046023841855,220451511.20117077,36.30004601192093,72.999954,1000300,18.099944994039532
1721593736020,upload,100000,22.70006301788139,5796683.488798466,138.7000000178814,115.999937,376,27.80003798211861
1721593736076,upload,100000,22.899863005960466,14916512.057719676,53.900000005960464,31.000137,375,
1721593736139,upload,100000,22.500059,13512605.042016806,59.5,36.999941,376,
1721593736201,upload,100000,20.40027697615814,13311258.283400083,60.39999997615814,39.999723,376,
1721593736259,upload,100000,25.30010101192093,14280639.428592565,56.30000001192093,30.999899,376,
1721593736325,upload,100000,23.899966005960465,12782193.957453292,62.900000005960464,39.000034,376,
1721593736402,upload,100000,24.500048,10791946.308724832,74.5,49.999952,375,
1721593736458,upload,100000,17.69998701788139,14972067.034120642,53.70000001788139,36.000013,376,
1721593741403,upload,1000000,23.300113982118603,29966455.462302797,268.2999999821186,244.999886,376,
1721593741677,upload,1000000,17.49992800000001,30168855.53470919,266.5,249.000072,376,183.999983
1721593741932,upload,1000000,18.89990800596047,32432432.431652628,247.90000000596046,229.000092,376,
1721593742197,upload,1000000,19.40008400596045,31235431.23470793,257.40000000596046,237.999916,376,118.60009002384186
1721593742419,upload,1000000,19.999993999999987,37570093.457943924,214,194.000006,376,
1721593742688,upload,1000000,19.500156000000004,31102514.50676982,258.5,238.999844,375,17.399975005960464
1721593742975,download,10000000,23.2000760178814,480494675.56999797,166.500076,79.999924,10000300,17.000141
1721593743341,download,10000000,18.500088000000005,275016761.0755786,290.90008800596047,66.999912,10000300,34.600089994039536
1721593743791,download,10000000,18.90006500596047,232160141.91542554,344.60006502384186,92.999935,10000300,20.900038005960468
1721593743995,download,10000000,17.10000399403954,745595498.6834093,107.30000401192093,78.999996,10000300,
1721593744208,download,10000000,17.299982982118607,660085901.2320887,121.19998298807907,82.000017,10000300,
1721593744438,download,10000000,14.299901011920923,530872279.6739413,150.6999010178814,71.000099,10000300,21.800111011920926
1721593748012,upload,10000000,18.700021017881227,22868845.464513768,3515.7000000178814,3496.999979,376,541.4000379761582 23.799903011920932 22.800056982118605 71.19994298807907 23.000120000000003 45.70000598807907
1721593749914,upload,10000000,19.200128017881298,43384416.14462779,1853.2000000178814,1833.999872,376,17.700078017881395 53.60011099403953 71.39998300596046 62.40003800596047
1721593751768,upload,10000000,17.700110988079132,44451816.22188859,1808.699999988079,1790.999889,375,57.500107 43.499985 50.800171982118606 49.89984900596046
1721593753642,upload,10000000,17.999984999999924,44006568.144499175,1827,1809.000015,376,48.19985101788139 38.10007799403954 36.500151
1721593754031,download,25000000,28.699940988079078,730469112.8158137,273.79994101192096,88.000059,25000300,28.099986994039533
1721593754492,download,25000000,19.000004000000004,555407936.0779749,360.1000039940395,78.999996,25000300,23.20025598807907
1721593755068,download,25000000,20.200075988079078,420526425.6570609,475.60007599403957,79.999924,25000300,19.80009001192093
1721593755556,download,25000000,27.099867994039542,532771631.1206173,375.39986800596046,87.000132,25000300,19.299991982118613
1721593756921,download,100000000,12.500128000000004,681374936.3666378,1174.1001279940394,83.999872,100000300,37.500038 91.20011098807908 42.69996598807907
1721593758421,download,100000000,19.29977501192093,611856625.3672969,1307.499775,89.000225,100000300,33.700161988079074
1721593760081,download,100000000,18.500024999999994,541530079.5176547,1477.3000249821187,75.999975,100000300,35.50009 122.20011098807908
