time,direction,bytes,latency,bps,duration,serverTime,responseSize,loadedLatencies
1721435146367,download,100000,19.900128000023287,35192784.8825393,22.80012800004657,83.999872,100300,21.900183000023283
1721435148172,download,100000,21.400151000023286,31841079.047561366,25.200150999953436,57.999849,100300,
1721435148270,download,100000,16.500191,37848715.60835289,21.200190999953435,74.999809,100300,18.00009
1721435148358,download,100000,18.40018100002328,35661935.341764584,22.500180999999998,64.999819,100300,
1721435148437,download,100000,19.000172,35192716.96715101,22.800172000046565,54.999828,100300,
1721435148530,download,100000,24.60003599997672,27016802.26923826,29.700035999953435,62.999964,100300,
1721435148637,download,100000,25.000024999999994,27668941.664705466,29.000024999999994,75.999975,100300,
1721435148725,download,100000,16.80001500004657,39141434.774559915,20.500015000000005,65.999985,100300,17.599851000093132
1721435148809,download,100000,21.500151000000002,31715225.731203068,25.30015100004657,57.999849,100300,
1721435148889,download,100000,18.49984,36144404.64443362,22.199839999953433,57.00016,100300,
1721435149020,download,1000000,17.29992199993015,135864356.49291104,58.899921999906866,68.000078,1000300,17.000048
1721435149121,download,1000000,18.200015000069854,243975498.1815904,32.80001500004657,65.999985,1000300,
1721435149242,download,1000000,17.20008599995343,272189679.98915595,29.40008600002328,89.999914,1000300,
1721435149343,download,1000000,18.500088000000005,254852788.94740885,31.40008800002329,66.999912,1000300,
1721435149453,download,1000000,25.60013899997672,212829000.44611415,37.60013899997672,70.999861,1000300,
1721435149553,download,1000000,20.20001499995344,250074882.77739865,32.000015000000005,65.999985,1000300,19.299933000046565
1721435149653,download,1000000,19.69994300006985,246228124.1539408,32.499943,65.000057,1000300,
1721435149758,download,1000000,18.099993999976718,233306163.2602366,34.29999400004657,69.000006,1000300,
1721435149889,upload,100000,17.69986599995343,6296006.264685146,127.69999999995343,110.000134,376,18.500120000000003
1721435149941,upload,100000,21.70012200006985,16177062.374222735,49.70000000006985,27.999878,376,
1721435149989,upload,100000,17.799956000046567,17179487.17947008,46.800000000046566,29.000044,376,
1721435150041,upload,100000,15.500008000000001,16577319.587628864,48.5,32.999992,376,
1721435150096,upload,100000,16.500225,15314285.714285713,52.5,35.999775,376,
1721435150143,upload,100000,16.400195000023285,17709251.101312503,45.40000000002328,28.999805,376,
1721435150197,upload,100000,19.000008,15461538.46153846,52,32.999992,375,
1721435150270,upload,100000,16.400172000023282,11260504.201677,71.40000000002328,54.999828,376,
1721435154430,upload,1000000,22.50000399999999,35496688.741721846,226.5,203.999996,376,23.400256000023283
1721435154668,upload,1000000,17.400252000023272,34745030.25064473,231.40000000002328,213.999748,375,
1721435154913,upload,1000000,17.800043999930153,33668341.708552554,238.79999999993015,220.999956,381,
1721435155159,upload,1000000,23.19999200006984,33472106.577842053,240.20000000006985,217.000008,376,183.10007800009313
1721435155397,upload,1000000,17.30001300004656,34760051.88066745,231.30000000004657,213.999987,376,
1721435155630,upload,1000000,17.80005500004657,35606731.62089611,225.80000000004657,207.999945,376,
1721435155867,download,10000000,18.999931000000004,545347223.1014574,146.69993099995344,78.000069,10000300,
1721435156080,download,10000000,18.60002499997671,621136525.4002947,128.80002500004656,75.999975,10000300,
1721435156284,download,10000000,12.20009699995343,680291955.8817698,117.60009699997671,76.999903,10000300,
1721435156505,download,10000000,20.800199999930157,624042708.2019299,128.20019999995344,84.9998,10000300,32.70003799995344
1721435156768,download,10000000,14.299983000046566,467576902.0971258,171.0999829999767,82.000017,10000300,
1721435157049,download,10000000,20.099940999976724,437410747.98919594,182.8999410000233,88.000059,10000300,
1721435159036,upload,10000000,16.800111000046627,41597682.11920429,1932.8000000000466,1915.999889,375,227.79985099993016 84.20009000006985
1721435160870,upload,10000000,16.399916000023268,45209176.788123555,1778.4000000000233,1762.000084,375,54.70019299995344 42.40006900002329
1721435162657,upload,10000000,17.70002299995349,46161795.94649029,1741.6999999999534,1723.999977,375,47.80025399993015 46.200016999953434
1721435164479,upload,10000000,22.59997900009307,45280468.57400077,1775.6000000000931,1753.000021,376,52.299851000046566 58.699953999953436
1721435164907,download,25000000,19.100045999976714,603143462.772662,331.6000459999767,72.999954,25000300,
1721435165331,download,25000000,16.599993999976718,596132350.4524415,335.499994,69.000006,25000300,
1721435165796,download,25000000,18.70006700006985,531214779.3057365,376.500067,69.999933,25000300,17.200056999953432
1721435166445,download,25000000,52.60021199997672,358941715.54976887,557.2002120000699,71.999788,25000300,18.80016200004657
1721435168207,download,100000000,18.000179000000003,512591983.24217266,1560.7001789999536,87.999821,100000300,109.500286
1721435169789,download,100000000,18.000088000000005,560972127.2241782,1426.1000880000931,66.999912,100000300,38.89985100002328 32.499975
1721435171431,download,100000000,17.400199999906874,544441466.6610571,1469.4001999999068,84.9998,100000300,30.199965999953434 56.499779
